,bikesInUsage,electricalBikesInUsage,mechanicalBikesInUsage,dateTime,temperature,precipitation,avg_daily_temperature,avg_bike_use,is_weekend_or_bank_holiday_False,is_weekend_or_bank_holiday_True,is_eve_of_weekend_or_bank_holiday_False,is_eve_of_weekend_or_bank_holiday_True,time_of_day_Afternoon,time_of_day_Evening,time_of_day_Morning,time_of_day_Night,rain_bool_False,rain_bool_True,y_pred
4304,85,0,85,2018-09-16 08:00:51,21.439998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,106.49434090909094
4305,130,0,130,2018-09-16 08:15:50,21.439998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,106.49434090909094
4306,134,0,134,2018-09-16 08:30:50,21.439998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,106.49434090909094
4307,136,0,136,2018-09-16 08:45:50,21.439998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,106.49434090909094
4308,114,1,113,2018-09-16 09:00:51,22.78999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,152.9784642857143
4309,116,0,116,2018-09-16 09:15:50,22.78999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,152.9784642857143
4310,158,3,155,2018-09-16 09:30:50,22.78999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,152.9784642857143
4311,225,2,223,2018-09-16 09:45:50,22.78999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,152.9784642857143
4312,200,1,199,2018-09-16 10:00:51,23.78999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,235.5535079365079
4313,211,0,211,2018-09-16 10:15:51,23.78999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,235.5535079365079
4314,256,3,253,2018-09-16 10:30:50,23.78999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,235.5535079365079
4315,285,5,280,2018-09-16 10:45:50,23.78999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,235.5535079365079
4316,267,4,263,2018-09-16 11:00:51,24.939998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,292.9426428571429
4317,279,6,273,2018-09-16 11:15:50,24.939998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,292.9426428571429
4318,271,4,267,2018-09-16 11:30:50,24.939998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,292.9426428571429
4319,338,2,336,2018-09-16 11:45:50,24.939998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,0,1,0,0,1,292.9426428571429
4320,335,2,333,2018-09-16 12:00:51,24.63999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,299.67095634920634
4321,307,1,306,2018-09-16 12:15:50,24.63999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,299.67095634920634
4322,262,4,258,2018-09-16 12:30:50,24.63999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,299.67095634920634
4323,284,1,283,2018-09-16 12:45:50,24.63999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,299.67095634920634
4324,310,3,307,2018-09-16 13:00:50,24.939998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,344.4264523809523
4325,322,6,316,2018-09-16 13:15:50,24.939998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,344.4264523809523
4326,379,3,376,2018-09-16 13:30:50,24.939998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,344.4264523809523
4327,380,5,375,2018-09-16 13:45:51,24.939998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,344.4264523809523
4328,389,6,383,2018-09-16 14:00:50,24.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,343.285543072124
4329,399,2,397,2018-09-16 14:15:50,24.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,343.285543072124
4330,379,2,377,2018-09-16 14:30:49,24.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,343.285543072124
4331,373,5,368,2018-09-16 14:45:50,24.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,343.285543072124
4332,326,1,325,2018-09-16 15:00:50,24.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,343.285543072124
4333,323,2,321,2018-09-16 15:15:49,24.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,343.285543072124
4334,348,3,345,2018-09-16 15:30:50,24.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,343.285543072124
4335,339,3,336,2018-09-16 15:45:50,24.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,343.285543072124
4336,350,3,347,2018-09-16 16:00:50,23.739999771118164,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,423.14556746031747
4337,431,3,428,2018-09-16 16:15:49,23.739999771118164,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,423.14556746031747
4338,472,4,468,2018-09-16 16:30:50,23.739999771118164,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,423.14556746031747
4339,445,2,443,2018-09-16 16:45:49,23.739999771118164,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,423.14556746031747
4340,457,3,454,2018-09-16 17:00:50,23.09000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,462.2328253968254
4341,485,7,478,2018-09-16 17:15:50,23.09000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,462.2328253968254
4342,453,6,447,2018-09-16 17:30:49,23.09000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,462.2328253968254
4343,506,5,501,2018-09-16 17:45:49,23.09000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,1,0,0,0,0,1,462.2328253968254
4344,485,5,480,2018-09-16 18:00:50,22.189998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,517.5796385281384
4345,493,7,486,2018-09-16 18:15:50,22.189998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,517.5796385281384
4346,550,10,540,2018-09-16 18:30:50,22.189998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,517.5796385281384
4347,542,9,533,2018-09-16 18:45:50,22.189998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,517.5796385281384
4348,560,7,553,2018-09-16 19:00:49,21.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,545.5009246031747
4349,554,5,549,2018-09-16 19:15:50,21.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,545.5009246031747
4350,516,3,513,2018-09-16 19:30:50,21.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,545.5009246031747
4351,565,2,563,2018-09-16 19:45:49,21.13999938964844,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,545.5009246031747
4352,519,1,518,2018-09-16 20:00:49,20.439998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,529.7490115440116
4353,554,6,548,2018-09-16 20:15:49,20.439998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,529.7490115440116
4354,547,9,538,2018-09-16 20:30:49,20.439998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,529.7490115440116
4355,525,5,520,2018-09-16 20:45:49,20.439998626708984,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,529.7490115440116
4356,430,2,428,2018-09-16 21:00:50,20.09000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,379.9410473137974
4357,441,3,438,2018-09-16 21:15:49,20.09000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,379.9410473137974
4358,338,2,336,2018-09-16 21:30:49,20.09000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,379.9410473137974
4359,315,2,313,2018-09-16 21:45:50,20.09000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,379.9410473137974
4360,264,3,261,2018-09-16 22:00:49,19.34000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,272.596761904762
4361,291,5,286,2018-09-16 22:15:49,19.34000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,272.596761904762
4362,280,2,278,2018-09-16 22:30:50,19.34000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,272.596761904762
4363,258,3,255,2018-09-16 22:45:49,19.34000015258789,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,272.596761904762
4364,228,1,227,2018-09-16 23:00:49,19.53999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,235.61863636363637
4365,271,5,266,2018-09-16 23:15:48,19.53999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,235.61863636363637
4366,226,3,223,2018-09-16 23:30:50,19.53999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,235.61863636363637
4367,212,2,210,2018-09-16 23:45:49,19.53999900817871,0.0,21.798332691192627,270.59375,0,1,1,0,0,1,0,0,0,1,235.61863636363637
4368,195,3,192,2018-09-17 00:00:51,20.34000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,93.82478463203462
4369,201,4,197,2018-09-17 00:15:50,20.34000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,93.82478463203462
4370,167,3,164,2018-09-17 00:30:49,20.34000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,93.82478463203462
4371,129,1,128,2018-09-17 00:45:48,20.34000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,93.82478463203462
4372,103,0,103,2018-09-17 01:00:49,20.239999771118164,0.699999988079071,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,101.42942063492066
4373,120,1,119,2018-09-17 01:15:49,20.239999771118164,0.699999988079071,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,101.42942063492066
4374,98,1,97,2018-09-17 01:30:49,20.239999771118164,0.699999988079071,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,101.42942063492066
4375,90,2,88,2018-09-17 01:45:49,20.239999771118164,0.699999988079071,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,101.42942063492066
4376,78,2,76,2018-09-17 02:00:49,20.53999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,33.00116666666667
4377,31,2,29,2018-09-17 02:15:48,20.53999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,33.00116666666667
4378,19,1,18,2018-09-17 02:30:49,20.53999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,33.00116666666667
4379,15,0,15,2018-09-17 02:45:48,20.53999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,33.00116666666667
4380,14,0,14,2018-09-17 03:00:49,20.189998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4381,14,0,14,2018-09-17 03:15:49,20.189998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4382,14,0,14,2018-09-17 03:30:48,20.189998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4383,13,0,13,2018-09-17 03:45:49,20.189998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4384,11,0,11,2018-09-17 04:00:49,19.78999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,16.451535339660346
4385,10,0,10,2018-09-17 04:15:49,19.78999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,16.451535339660346
4386,10,0,10,2018-09-17 04:34:40,19.78999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,16.451535339660346
4387,10,0,10,2018-09-17 04:45:48,19.78999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,16.451535339660346
4388,15,0,15,2018-09-17 05:00:49,19.439998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,32.97714285714287
4389,34,0,34,2018-09-17 05:15:50,19.439998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,32.97714285714287
4390,40,0,40,2018-09-17 05:30:50,19.439998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,32.97714285714287
4391,42,0,42,2018-09-17 05:45:50,19.439998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,0,1,0,1,32.97714285714287
4392,51,0,51,2018-09-17 06:00:50,19.239999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,112.78644841269843
4393,56,0,56,2018-09-17 06:15:50,19.239999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,112.78644841269843
4394,126,0,126,2018-09-17 06:30:50,19.239999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,112.78644841269843
4395,190,0,190,2018-09-17 06:45:50,19.239999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,112.78644841269843
4396,180,1,179,2018-09-17 07:00:53,21.03999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,383.2284971139971
4397,313,3,310,2018-09-17 07:15:50,21.03999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,383.2284971139971
4398,512,5,507,2018-09-17 07:30:50,21.03999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,383.2284971139971
4399,907,7,900,2018-09-17 07:45:50,21.03999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,383.2284971139971
4400,742,17,725,2018-09-17 08:00:50,23.189998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,879.3387499999997
4401,705,16,689,2018-09-17 08:15:49,23.189998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,879.3387499999997
4402,825,17,808,2018-09-17 08:30:50,23.189998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,879.3387499999997
4403,1121,29,1092,2018-09-17 08:45:50,23.189998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,879.3387499999997
4404,845,18,827,2018-09-17 09:00:50,24.989999771118164,0.1000000014901161,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,588.7604285714285
4405,713,15,698,2018-09-17 09:15:50,24.989999771118164,0.1000000014901161,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,588.7604285714285
4406,571,16,555,2018-09-17 09:30:50,24.989999771118164,0.1000000014901161,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,588.7604285714285
4407,509,7,502,2018-09-17 09:45:50,24.989999771118164,0.1000000014901161,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,588.7604285714285
4408,390,6,384,2018-09-17 10:00:50,24.989999771118164,0.3000000119209289,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,353.5219517149518
4409,379,0,379,2018-09-17 10:15:50,24.989999771118164,0.3000000119209289,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,353.5219517149518
4410,366,3,363,2018-09-17 10:30:50,24.989999771118164,0.3000000119209289,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,353.5219517149518
4411,348,3,345,2018-09-17 10:45:49,24.989999771118164,0.3000000119209289,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,353.5219517149518
4412,323,1,322,2018-09-17 11:00:50,24.989999771118164,0.3000000119209289,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,353.5219517149518
4413,329,1,328,2018-09-17 11:15:50,24.989999771118164,0.3000000119209289,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,353.5219517149518
4414,327,6,321,2018-09-17 11:30:50,24.989999771118164,0.3000000119209289,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,353.5219517149518
4415,376,5,371,2018-09-17 11:45:49,24.989999771118164,0.3000000119209289,22.524209855732163,437.05263157894734,1,0,1,0,0,0,1,0,0,1,353.5219517149518
4416,344,7,337,2018-09-17 12:00:50,25.439998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,593.1338955766455
4417,395,5,390,2018-09-17 12:15:50,25.439998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,593.1338955766455
4418,378,7,371,2018-09-17 12:30:49,25.439998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,593.1338955766455
4419,421,5,416,2018-09-17 12:45:49,25.439998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,593.1338955766455
4420,413,3,410,2018-09-17 13:00:50,25.489999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,468.6511428571428
4421,452,3,449,2018-09-17 13:15:49,25.489999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,468.6511428571428
4422,425,5,420,2018-09-17 13:30:50,25.489999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,468.6511428571428
4423,566,5,561,2018-09-17 13:45:50,25.489999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,468.6511428571428
4424,582,4,578,2018-09-17 14:00:50,25.63999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,668.7985000000002
4425,615,4,611,2018-09-17 14:15:49,25.63999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,668.7985000000002
4426,707,6,701,2018-09-17 14:30:49,25.63999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,668.7985000000002
4427,562,7,555,2018-09-17 14:45:49,25.63999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,668.7985000000002
4428,497,6,491,2018-09-17 15:00:50,25.03999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,628.2654642857143
4429,636,6,630,2018-09-17 15:30:50,25.03999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,628.2654642857143
4430,648,11,637,2018-09-17 15:45:50,25.03999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,628.2654642857143
4431,571,7,564,2018-09-17 16:00:49,24.78999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,544.9812032828283
4432,606,8,598,2018-09-17 16:15:49,24.78999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,544.9812032828283
4433,598,6,592,2018-09-17 16:30:49,24.78999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,544.9812032828283
4434,601,4,597,2018-09-17 16:45:50,24.78999900817871,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,544.9812032828283
4435,587,3,584,2018-09-17 17:00:50,24.13999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,730.5430476190476
4436,779,10,769,2018-09-17 17:15:49,24.13999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,730.5430476190476
4437,708,2,706,2018-09-17 17:30:49,24.13999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,730.5430476190476
4438,858,5,853,2018-09-17 17:45:50,24.13999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,1,0,0,0,0,1,730.5430476190476
4439,824,6,818,2018-09-17 18:00:49,21.939998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,1055.3790476190472
4440,1158,11,1147,2018-09-17 18:15:49,21.939998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,1055.3790476190472
4441,1160,15,1145,2018-09-17 18:30:49,21.939998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,1055.3790476190472
4442,1146,15,1131,2018-09-17 18:45:50,21.939998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,1055.3790476190472
4443,1021,5,1016,2018-09-17 19:00:49,21.689998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,861.511367362084
4444,1010,11,999,2018-09-17 19:15:49,21.689998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,861.511367362084
4445,943,13,930,2018-09-17 19:30:49,21.689998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,861.511367362084
4446,970,15,955,2018-09-17 19:45:48,21.689998626708984,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,861.511367362084
4447,806,11,795,2018-09-17 20:00:49,22.63999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,579.181083333333
4448,860,6,854,2018-09-17 20:15:49,22.63999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,579.181083333333
4449,777,2,775,2018-09-17 20:30:49,22.63999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,579.181083333333
4450,675,4,671,2018-09-17 20:45:48,22.63999938964844,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,579.181083333333
4451,578,5,573,2018-09-17 21:00:49,22.59000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,516.2220317460317
4452,586,4,582,2018-09-17 21:15:49,22.59000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,516.2220317460317
4453,513,5,508,2018-09-17 21:30:49,22.59000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,516.2220317460317
4454,432,6,426,2018-09-17 21:45:48,22.59000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,516.2220317460317
4455,375,3,372,2018-09-17 22:00:49,21.489999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,355.26331313131317
4456,428,5,423,2018-09-17 22:15:49,21.489999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,355.26331313131317
4457,359,7,352,2018-09-17 22:30:48,21.489999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,355.26331313131317
4458,264,4,260,2018-09-17 22:45:48,21.489999771118164,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,355.26331313131317
4459,248,4,244,2018-09-17 23:00:49,21.34000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,255.32874508824506
4460,273,5,268,2018-09-17 23:15:49,21.34000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,255.32874508824506
4461,274,6,268,2018-09-17 23:30:49,21.34000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,255.32874508824506
4462,214,1,213,2018-09-17 23:45:48,21.34000015258789,0.0,22.524209855732163,437.05263157894734,1,0,1,0,0,1,0,0,0,1,255.32874508824506
4463,238,3,235,2018-09-18 00:00:51,20.88999938964844,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,207.87005952380952
4464,232,4,228,2018-09-18 00:15:49,20.88999938964844,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,207.87005952380952
4465,196,5,191,2018-09-18 00:30:48,20.88999938964844,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,207.87005952380952
4466,165,4,161,2018-09-18 00:45:48,20.88999938964844,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,207.87005952380952
4467,137,2,135,2018-09-18 01:00:49,20.189998626708984,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4468,117,0,117,2018-09-18 01:15:48,20.189998626708984,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4469,89,1,88,2018-09-18 01:30:48,20.189998626708984,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4470,94,1,93,2018-09-18 01:45:49,20.189998626708984,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4471,97,1,96,2018-09-18 02:00:48,20.189998626708984,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4472,50,1,49,2018-09-18 02:15:48,20.189998626708984,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4473,41,0,41,2018-09-18 02:30:48,20.189998626708984,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4474,39,0,39,2018-09-18 02:45:48,20.189998626708984,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,45.18161906581492
4475,37,0,37,2018-09-18 03:00:49,20.34000015258789,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,93.82478463203462
4476,36,0,36,2018-09-18 03:15:48,20.34000015258789,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,93.82478463203462
4477,36,0,36,2018-09-18 03:30:48,20.34000015258789,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,93.82478463203462
4478,35,0,35,2018-09-18 03:45:49,20.34000015258789,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,93.82478463203462
4479,35,0,35,2018-09-18 04:00:48,20.28999900817871,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,86.74818762953029
4480,34,0,34,2018-09-18 04:15:48,20.28999900817871,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,86.74818762953029
4481,19,0,19,2018-09-18 04:34:27,20.28999900817871,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,86.74818762953029
4482,19,0,19,2018-09-18 04:45:48,20.28999900817871,0.0,21.092082659403484,340.03125,1,0,1,0,0,0,0,1,0,1,86.74818762953029
